"JobName","Result","DataSize(GB)","BackupSize(GB)","DedupRatio","CompressRatio","Date"
"VMware - Win/Linux - SOBR","Success","0.72","0.22","1x","3.2x","1/29/2020 2:00:08 AM"
"VMware - Win/Linux - SOBR","Success","1.13","0.37","1.2x","2.6x","1/30/2020 2:00:18 AM"
"VMware - Win/Linux - SOBR","Success","0.64","0.2","1x","3.3x","1/31/2020 2:00:06 AM"
"VMware - Win/Linux - SOBR","Success","2.01","0.48","1x","4.2x","2/1/2020 2:00:00 AM"
"VMware - Win/Linux - SOBR","Success","1.02","0.38","1x","2.7x","2/2/2020 2:00:00 AM"
"VMware - Win/Linux - SOBR","Success","3.23","0.77","1.5x","2.9x","2/3/2020 2:00:03 AM"
"VMware - Win/Linux - SOBR","Success","4.36","1.32","1.3x","2.5x","2/4/2020 2:00:10 AM"
"VMware - Win/Linux - SOBR","Failed","1.12","0.34","1.2x","2.9x","2/5/2020 2:00:18 AM"
"VMware - Win/Linux - SOBR","Failed","0","0.02","1x","1x","2/5/2020 2:16:58 AM"
"VMware - Win/Linux - SOBR","Success","0.07","0.04","1x","1.6x","2/5/2020 2:30:52 AM"
"VMware - Win/Linux - SOBR","Failed","0.65","0.19","1x","3.4x","2/6/2020 2:00:07 AM"
"VMware - Win/Linux - SOBR","Failed","0","0.02","1x","1x","2/6/2020 2:17:40 AM"
"VMware - Win/Linux - SOBR","Success","0.06","0.04","1x","1.5x","2/6/2020 2:32:11 AM"
"VMware - Win/Linux - SOBR","Failed","1.07","0.33","1.2x","2.8x","2/7/2020 2:00:14 AM"
"VMware - Win/Linux - SOBR","Success","0.07","0.04","1x","1.7x","2/7/2020 2:15:25 AM"
"VMware - Win/Linux - SOBR","Failed","0.65","0.19","1x","3.4x","2/8/2020 2:00:10 AM"
"VMware - Win/Linux - SOBR","Failed","0","0.02","1x","1x","2/8/2020 2:16:13 AM"
"VMware - Win/Linux - SOBR","Success","0.07","0.04","1x","1.6x","2/8/2020 2:30:23 AM"
"VMware - Win/Linux - SOBR","Failed","0","0.03","1x","1x","2/9/2020 2:00:08 AM"
"VMware - Win/Linux - SOBR","Failed","1.09","0.33","1.2x","2.8x","2/9/2020 2:16:22 AM"
"VMware - Win/Linux - SOBR","Success","0.06","0.04","1x","1.6x","2/9/2020 2:30:16 AM"
"VMware - Win/Linux - SOBR","Failed","0","0.03","1x","1x","2/10/2020 2:00:08 AM"
"VMware - Win/Linux - SOBR","Failed","0.65","0.19","1x","3.3x","2/10/2020 2:14:50 AM"
"VMware - Win/Linux - SOBR","Failed","0","0.02","1x","1x","2/10/2020 2:29:08 AM"
"VMware - Win/Linux - SOBR","Success","0.07","0.04","1x","1.6x","2/10/2020 2:43:03 AM"
"VMware - Win/Linux - SOBR","Success","1.15","0.36","1.2x","2.8x","2/11/2020 2:00:02 AM"
"VMware - Win/Linux - SOBR","Success","0.78","0.24","1x","3.3x","2/12/2020 2:00:20 AM"
"VMware - Win/Linux - SOBR","Success","1.16","0.36","1.2x","2.8x","2/13/2020 2:00:01 AM"
"VMware - Win/Linux - SOBR","Success","1.21","0.37","1.2x","2.8x","2/15/2020 2:00:03 AM"
"VMware - Win/Linux - SOBR","Success","0.71","0.21","1x","3.3x","2/16/2020 2:00:21 AM"
"VMware - Win/Linux - SOBR","Success","1.13","0.35","1.2x","2.8x","2/17/2020 2:00:04 AM"
"VMware - Win/Linux - SOBR","Success","0.72","0.22","1x","3.3x","2/18/2020 2:00:05 AM"
"VMware - Win/Linux - SOBR","Success","1.14","0.36","1.2x","2.7x","2/19/2020 2:00:09 AM"
"VMware - Win/Linux - SOBR","Success","0.73","0.22","1x","3.3x","2/20/2020 2:00:17 AM"
"VMware - Win/Linux - SOBR","Success","1.15","0.35","1.2x","2.7x","2/21/2020 2:00:20 AM"
"VMware - Win/Linux - SOBR","Success","0.72","0.22","1x","3.2x","2/22/2020 2:00:15 AM"
"VMware - Win/Linux - SOBR","Success","1.16","0.38","1.1x","2.6x","2/23/2020 2:00:22 AM"
"VMware - Win/Linux - SOBR","Success","0.71","0.22","1x","3.3x","2/24/2020 2:00:06 AM"
"VMware - Win/Linux - SOBR","Success","1.21","0.39","1.2x","2.6x","2/25/2020 2:00:17 AM"
"VMware - Win/Linux - SOBR","Success","0.73","0.23","1x","3.1x","2/26/2020 2:00:08 AM"
"VMware - Win/Linux - SOBR","Success","2.06","0.52","1x","4x","2/27/2020 2:00:16 AM"
"VMware - Win/Linux - SOBR","Success","0.73","0.24","1x","3x","2/28/2020 2:00:08 AM"
"VMware - Win/Linux - SOBR","Success","1.67","0.38","1.6x","2.8x","2/29/2020 2:00:19 AM"
"VMware - Win/Linux - SOBR","Success","0.72","0.21","1x","3.4x","3/1/2020 2:00:08 AM"
"VMware - Win/Linux - SOBR","Success","1.15","0.35","1.2x","2.8x","3/2/2020 2:00:06 AM"
"VMware - Win/Linux - SOBR","Success","0.74","0.22","1x","3.3x","3/3/2020 2:00:04 AM"
"VMware - Win/Linux - SOBR","Success","1.16","0.36","1.2x","2.8x","3/4/2020 2:00:22 AM"
"VMware - Win/Linux - SOBR","Success","0.76","0.23","1x","3.3x","3/5/2020 2:00:11 AM"
"VMware - Win/Linux - SOBR","Success","1.15","0.36","1.2x","2.8x","3/6/2020 2:00:23 AM"
"VMware - Win/Linux - SOBR","Success","0.75","0.22","1x","3.3x","3/7/2020 2:00:04 AM"
"VMware - Win/Linux - SOBR","Success","1.31","0.4","1.2x","2.9x","3/8/2020 3:00:09 AM"
"VMware - Win/Linux - SOBR","Success","0.73","0.22","1x","3.3x","3/9/2020 2:00:01 AM"
"VMware - Win/Linux - SOBR","Success","1.24","0.41","1.1x","2.7x","3/10/2020 2:00:17 AM"
"VMware - Win/Linux - SOBR","Success","0.75","0.21","1x","3.4x","3/11/2020 2:00:04 AM"
"VMware - Win/Linux - SOBR","Success","1.75","0.57","1.1x","2.8x","3/12/2020 2:00:23 AM"
"VMware - Win/Linux - SOBR","Success","0.77","0.23","1x","3.3x","3/13/2020 2:00:14 AM"
"VMware - Win/Linux - SOBR","Success","1.18","0.38","1.2x","2.7x","3/14/2020 2:00:10 AM"
"VMware - Win/Linux - SOBR","Success","0.74","0.23","1x","3.2x","3/15/2020 2:00:14 AM"
"VMware - Win/Linux - SOBR","Success","1.2","0.4","1.2x","2.6x","3/16/2020 2:00:09 AM"
"VMware - Win/Linux - SOBR","Success","0.76","0.24","1x","3.1x","3/17/2020 2:00:01 AM"
"VMware - Win/Linux - SOBR","Success","1.16","0.38","1.1x","2.6x","3/18/2020 2:00:13 AM"
"VMware - Win/Linux - SOBR","Success","0.74","0.23","1x","3.2x","3/19/2020 2:00:01 AM"
"VMware - Win/Linux - SOBR","Success","1.16","0.37","1.1x","2.7x","3/20/2020 2:00:01 AM"
"VMware - Win/Linux - SOBR","Success","0.7","0.21","1x","3.3x","3/21/2020 2:00:15 AM"
"VMware - Win/Linux - SOBR","Success","1.17","0.38","1.2x","2.6x","3/22/2020 2:00:04 AM"
"VMware - Win/Linux - SOBR","Success","0.73","0.23","1x","3.1x","3/23/2020 2:00:06 AM"
"VMware - Win/Linux - SOBR","Success","1.16","0.38","1.1x","2.6x","3/24/2020 2:00:18 AM"
"VMware - Win/Linux - SOBR","Success","0.76","0.24","1x","3.1x","3/25/2020 2:00:00 AM"
"VMware - Win/Linux - SOBR","Success","2.03","0.51","1x","4x","3/26/2020 2:00:04 AM"
"VMware - Win/Linux - SOBR","Success","0.72","0.22","1x","3.2x","3/27/2020 2:00:08 AM"
"VMware - Win/Linux - SOBR","Success","1.81","0.36","1.8x","2.8x","3/28/2020 2:00:13 AM"
"VMware - Win/Linux - SOBR","Success","0.77","0.22","1.1x","3.3x","3/29/2020 2:00:17 AM"
"VMware - Win/Linux - SOBR","Success","1.18","0.36","1.2x","2.8x","3/30/2020 2:00:02 AM"
"VMware - Win/Linux - SOBR","Success","0.73","0.22","1x","3.3x","3/31/2020 2:00:15 AM"
"VMware - Win/Linux - SOBR","Success","1.17","0.36","1.2x","2.8x","4/1/2020 2:00:02 AM"
"VMware - Win/Linux - SOBR","Success","0.71","0.21","1x","3.3x","4/2/2020 2:00:01 AM"
"VMware - Win/Linux - SOBR","Success","1.15","0.36","1.1x","2.8x","4/3/2020 2:00:05 AM"
"VMware - Win/Linux - SOBR","Success","0.71","0.21","1x","3.4x","4/4/2020 2:00:14 AM"
"VMware - Win/Linux - SOBR","Success","1.15","0.36","1.2x","2.8x","4/5/2020 2:00:09 AM"
"VMware - Win/Linux - SOBR","Success","0.72","0.21","1x","3.4x","4/6/2020 2:00:20 AM"
"VMware - Win/Linux - SOBR","Success","1.17","0.38","1.2x","2.7x","4/7/2020 2:00:17 AM"
"VMware - Win/Linux - SOBR","Success","0.72","0.22","1x","3.3x","4/8/2020 2:00:01 AM"
"VMware - Win/Linux - SOBR","Success","1.25","0.38","1.2x","2.9x","4/9/2020 2:00:06 AM"
"VMware - Win/Linux - SOBR","Success","0.72","0.22","1x","3.3x","4/10/2020 2:00:17 AM"
"VMware - Win/Linux - SOBR","Success","1.27","0.39","1.2x","2.8x","4/11/2020 2:00:13 AM"
"VMware - Win/Linux - SOBR","Success","0.76","0.22","1x","3.4x","4/12/2020 2:00:04 AM"
"VMware - Win/Linux - SOBR","Success","1.19","0.37","1.2x","2.7x","4/13/2020 2:00:11 AM"
"VMware - Win/Linux - SOBR","Success","0.73","0.21","1x","3.3x","4/14/2020 2:00:10 AM"
"VMware - Win/Linux - SOBR","Success","1.17","0.38","1.2x","2.7x","4/15/2020 2:00:03 AM"
"VMware - Win/Linux - SOBR","Success","0.76","0.22","1x","3.4x","4/16/2020 2:00:07 AM"
"VMware - Win/Linux - SOBR","Success","1.64","0.51","1.1x","2.9x","4/17/2020 2:00:05 AM"
"VMware - Win/Linux - SOBR","Failed","0.7","0.21","1x","3.3x","4/18/2020 2:00:08 AM"
"VMware - Win/Linux - SOBR","Success","0.07","0.04","1x","1.6x","4/18/2020 2:18:33 AM"
"VMware - Win/Linux - SOBR","Success","1.2","0.39","1.1x","2.7x","4/19/2020 2:00:05 AM"
"VMware - Win/Linux - SOBR","Success","0.71","0.21","1x","3.3x","4/20/2020 2:00:20 AM"
"VMware - Win/Linux - SOBR","Failed","1.13","0.36","1.2x","2.6x","4/21/2020 2:00:01 AM"
"VMware - Win/Linux - SOBR","Success","0.07","0.04","1x","1.6x","4/21/2020 2:19:20 AM"
"VMware - Win/Linux - SOBR","Failed","0.66","0.19","1x","3.4x","4/22/2020 2:00:06 AM"
"VMware - Win/Linux - SOBR","Success","0.06","0.04","1x","1.5x","4/22/2020 2:19:50 AM"
"VMware - Win/Linux - SOBR","Success","1.31","0.39","1.1x","2.9x","4/23/2020 2:00:08 AM"
"VMware - Win/Linux - SOBR","Success","0.73","0.22","1x","3.3x","4/24/2020 2:00:03 AM"
"VMware - Win/Linux - SOBR","Success","1.18","0.38","1.2x","2.6x","4/25/2020 2:00:11 AM"
"VMware - Win/Linux - SOBR","Success","0.73","0.22","1x","3.3x","4/26/2020 2:00:04 AM"
"VMware - Win/Linux - SOBR","Success","1.16","0.37","1.2x","2.6x","4/27/2020 2:00:21 AM"
"VMware - Win/Linux - SOBR","Success","0.76","0.23","1x","3.3x","4/28/2020 2:00:09 AM"
"VMware - Win/Linux - SOBR","Success","1.32","0.4","1.1x","2.9x","4/29/2020 2:00:05 AM"
"VMware - Win/Linux - SOBR","Success","0.7","0.21","1x","3.3x","4/30/2020 2:00:22 AM"
"VMware - Win/Linux - SOBR","Success","1.42","0.43","1.1x","2.9x","5/1/2020 2:00:21 AM"
"VMware - Win/Linux - SOBR","Success","0.68","0.21","1x","3.3x","5/2/2020 2:00:17 AM"
"VMware - Win/Linux - SOBR","Success","1.35","0.41","1.1x","2.9x","5/3/2020 2:00:07 AM"
"VMware - Win/Linux - SOBR","Success","0.73","0.22","1x","3.3x","5/4/2020 2:00:17 AM"
"VMware - Win/Linux - SOBR","Success","1.19","0.38","1.2x","2.7x","5/5/2020 2:00:16 AM"
"VMware - Win/Linux - SOBR","Success","0.79","0.24","1x","3.1x","5/6/2020 2:00:05 AM"
"VMware - Win/Linux - SOBR","Success","2.21","0.53","1x","4.2x","5/7/2020 2:00:00 AM"
"VMware - Win/Linux - SOBR","Failed","0.65","0.18","1x","3.4x","5/8/2020 2:00:14 AM"
"VMware - Win/Linux - SOBR","Success","0.06","0.04","1x","1.5x","5/8/2020 2:16:55 AM"
"VMware - Win/Linux - SOBR","Success","1.85","0.35","1.9x","2.9x","5/9/2020 2:00:22 AM"
"VMware - Win/Linux - SOBR","Failed","0.63","0.18","1x","3.4x","5/10/2020 2:00:12 AM"
"VMware - Win/Linux - SOBR","Success","0.07","0.04","1x","1.6x","5/10/2020 2:16:28 AM"
"VMware - Win/Linux - SOBR","Success","1.15","0.35","1.2x","2.8x","5/11/2020 2:00:18 AM"
"VMware - Win/Linux - SOBR","Success","0.72","0.21","1x","3.3x","5/12/2020 2:00:06 AM"
"VMware - Win/Linux - SOBR","Success","1.17","0.38","1.2x","2.6x","5/13/2020 2:00:05 AM"
"VMware - Win/Linux - SOBR","Success","0.71","0.21","1x","3.3x","5/14/2020 2:00:19 AM"
"VMware - Win/Linux - SOBR","Success","1.14","0.35","1.1x","2.9x","5/15/2020 2:00:00 AM"
"VMware - Win/Linux - SOBR","Success","0.71","0.21","1x","3.3x","5/16/2020 2:00:15 AM"
"VMware - Win/Linux - SOBR","Success","1.43","0.42","1.1x","3x","5/17/2020 2:00:07 AM"
"VMware - Win/Linux - SOBR","Success","0.74","0.21","1x","3.4x","5/18/2020 2:00:19 AM"
"VMware - Win/Linux - SOBR","Success","1.22","0.39","1.2x","2.7x","5/19/2020 2:00:16 AM"
"VMware - Win/Linux - SOBR","Success","0.73","0.21","1x","3.4x","5/20/2020 2:00:20 AM"
"VMware - Win/Linux - SOBR","Success","0.47","0.14","1x","3.2x","5/20/2020 9:48:42 AM"
"VMware - Win/Linux - SOBR","Success","1.24","0.38","1.2x","2.6x","5/21/2020 2:00:13 AM"
"VMware - Win/Linux - SOBR","Success","0.8","0.25","1x","3.2x","5/22/2020 2:00:17 AM"
"VMware - Win/Linux - SOBR","Success","1.37","0.4","1.2x","2.9x","5/23/2020 2:00:20 AM"
"VMware - Win/Linux - SOBR","Success","0.75","0.23","1x","3.2x","5/24/2020 2:00:14 AM"
"VMware - Win/Linux - SOBR","Success","1.4","0.42","1.1x","2.9x","5/25/2020 2:00:00 AM"
"VMware - Win/Linux - SOBR","Success","0.72","0.22","1x","3.3x","5/26/2020 2:00:02 AM"
"VMware - Win/Linux - SOBR","Success","1.28","0.43","1.2x","2.6x","5/27/2020 2:00:05 AM"
"VMware - Win/Linux - SOBR","Failed","0.67","0.2","1x","3.2x","5/28/2020 2:00:17 AM"
"VMware - Win/Linux - SOBR","Success","0.06","0.04","1x","1.5x","5/28/2020 2:15:49 AM"
"VMware - Win/Linux - SOBR","Success","2.21","0.54","1x","4x","5/29/2020 2:00:15 AM"
"VMware - Win/Linux - SOBR","Failed","0.71","0.21","1x","3.3x","5/30/2020 2:00:11 AM"
"VMware - Win/Linux - SOBR","Success","0.05","0.04","1x","1.5x","5/30/2020 2:15:39 AM"
"VMware - Win/Linux - SOBR","Failed","1.87","0.35","1.9x","2.8x","5/31/2020 2:00:22 AM"
"VMware - Win/Linux - SOBR","Success","0.07","0.04","1x","1.7x","5/31/2020 2:15:54 AM"
"VMware - Win/Linux - SOBR","Failed","0.69","0.2","1x","3.4x","6/1/2020 2:00:08 AM"
"VMware - Win/Linux - SOBR","Success","0.05","0.04","1x","1.5x","6/1/2020 2:15:23 AM"
"VMware - Win/Linux - SOBR","Success","1.2","0.37","1.2x","2.8x","6/2/2020 2:00:07 AM"
"VMware - Win/Linux - SOBR","Success","0.73","0.22","1x","3.3x","6/3/2020 2:00:08 AM"
"VMware - Win/Linux - SOBR","Success","1.19","0.35","1.2x","2.8x","6/4/2020 2:00:14 AM"
"VMware - Win/Linux - SOBR","Success","0.73","0.22","1x","3.3x","6/5/2020 2:00:13 AM"
"VMware - Win/Linux - SOBR","Success","1.17","0.35","1.2x","2.9x","6/6/2020 2:00:07 AM"
"VMware - Win/Linux - SOBR","Success","0.72","0.22","1x","3.3x","6/7/2020 2:00:20 AM"
"VMware - Win/Linux - SOBR","Success","1.16","0.35","1.1x","2.9x","6/8/2020 2:00:03 AM"
"VMware - Win/Linux - SOBR","Success","0.7","0.21","1x","3.4x","6/9/2020 2:00:08 AM"
"VMware - Win/Linux - SOBR","Success","1.16","0.36","1.2x","2.8x","6/10/2020 2:00:15 AM"
"VMware - Win/Linux - SOBR","Success","0.73","0.22","1x","3.3x","6/11/2020 2:00:20 AM"
"VMware - Win/Linux - SOBR","Success","1.28","0.37","1.2x","2.9x","6/12/2020 2:00:15 AM"
"VMware - Win/Linux - SOBR","Success","0.75","0.22","1x","3.3x","6/13/2020 2:00:17 AM"
"VMware - Win/Linux - SOBR","Success","1.35","0.46","1.1x","2.6x","6/14/2020 2:00:17 AM"
"VMware - Win/Linux - SOBR","Success","1.74","0.56","1.2x","2.6x","6/15/2020 2:00:13 AM"
"VMware - Win/Linux - SOBR","Success","1.2","0.37","1.2x","2.8x","6/16/2020 2:00:17 AM"
"VMware - Win/Linux - SOBR","Success","0.75","0.22","1x","3.3x","6/17/2020 2:00:19 AM"
"VMware - Win/Linux - SOBR","Success","1.31","0.39","1.1x","2.9x","6/18/2020 2:00:05 AM"
"VMware - Win/Linux - SOBR","Success","0.73","0.22","1x","3.3x","6/19/2020 2:00:09 AM"
"VMware - Win/Linux - SOBR","Success","1.3","0.39","1.2x","2.9x","6/20/2020 2:00:13 AM"
"VMware - Win/Linux - SOBR","Success","0.75","0.22","1x","3.3x","6/21/2020 2:00:04 AM"
"VMware - Win/Linux - SOBR","Success","1.22","0.38","1.2x","2.7x","6/22/2020 2:00:11 AM"
"VMware - Win/Linux - SOBR","Failed","0.71","0.21","1x","3.2x","6/23/2020 2:00:22 AM"
"VMware - Win/Linux - SOBR","Success","0.06","0.04","1x","1.6x","6/23/2020 2:15:56 AM"
"VMware - Win/Linux - SOBR","Failed","2.24","0.51","1.1x","4.2x","6/24/2020 2:00:20 AM"
"VMware - Win/Linux - SOBR","Success","0.06","0.04","1x","1.6x","6/24/2020 2:16:06 AM"
"VMware - Win/Linux - SOBR","Failed","0.67","0.19","1x","3.4x","6/25/2020 2:00:17 AM"
"VMware - Win/Linux - SOBR","Success","0.05","0.04","1x","1.5x","6/25/2020 2:16:54 AM"
"VMware - Win/Linux - SOBR","Success","1.96","0.36","1.9x","2.9x","6/26/2020 2:00:17 AM"
"VMware - Win/Linux - SOBR","Success","0.75","0.22","1x","3.4x","6/27/2020 2:00:13 AM"
"VMware - Win/Linux - SOBR","Success","1.2","0.36","1.2x","2.9x","6/28/2020 2:00:16 AM"
"VMware - Win/Linux - SOBR","Success","0.69","0.19","1x","3.6x","6/29/2020 2:00:21 AM"
"VMware - Win/Linux - SOBR","Success","1.22","0.37","1.2x","2.8x","6/30/2020 2:00:18 AM"
"VMware - Win/Linux - SOBR","Failed","0.7","0.2","1x","3.4x","7/1/2020 2:00:01 AM"
"VMware - Win/Linux - SOBR","Success","0.05","0.04","1x","1.5x","7/1/2020 2:16:16 AM"
"VMware - Win/Linux - SOBR","Success","1.17","0.36","1.2x","2.8x","7/2/2020 2:00:02 AM"
"VMware - Win/Linux - SOBR","Success","0.74","0.21","1x","3.4x","7/3/2020 2:00:00 AM"
"VMware - Win/Linux - SOBR","Success","1.21","0.38","1.2x","2.8x","7/4/2020 2:00:14 AM"
"VMware - Win/Linux - SOBR","Success","0.76","0.22","1x","3.4x","7/5/2020 2:00:07 AM"
"VMware - Win/Linux - SOBR","Success","1.2","0.37","1.2x","2.8x","7/6/2020 2:00:07 AM"
"VMware - Win/Linux - SOBR","Success","0.68","0.19","1x","3.6x","7/7/2020 2:00:13 AM"
"VMware - Win/Linux - SOBR","Failed","1.13","0.35","1.2x","2.8x","7/8/2020 2:00:19 AM"
"VMware - Win/Linux - SOBR","Success","0.07","0.04","1x","1.6x","7/8/2020 2:15:49 AM"
"VMware - Win/Linux - SOBR","Failed","0.7","0.2","1x","3.6x","7/9/2020 2:00:23 AM"
"VMware - Win/Linux - SOBR","Success","0.07","0.04","1x","1.6x","7/9/2020 2:15:30 AM"
"VMware - Win/Linux - SOBR","Success","1.24","0.39","1.2x","2.7x","7/10/2020 2:00:00 AM"
"VMware - Win/Linux - SOBR","Success","0.77","0.22","1x","3.4x","7/11/2020 2:00:22 AM"
"VMware - Win/Linux - SOBR","Success","1.34","0.39","1.2x","2.9x","7/12/2020 2:00:14 AM"
"VMware - Win/Linux - SOBR","Success","0.75","0.21","1x","3.6x","7/13/2020 2:00:18 AM"
"VMware - Win/Linux - SOBR","Success","1.27","0.39","1.1x","2.9x","7/14/2020 2:00:02 AM"
"VMware - Win/Linux - SOBR","Success","0.79","0.23","1x","3.4x","7/15/2020 2:00:06 AM"
"VMware - Win/Linux - SOBR","Failed","0","0","1x","1x","7/16/2020 2:00:03 AM"
"VMware - Win/Linux - SOBR","Failed","0","0","1x","1x","7/16/2020 2:10:55 AM"
"VMware - Win/Linux - SOBR","Success","1.34","0.38","1.2x","3x","7/16/2020 2:21:36 AM"
"VMware - Win/Linux - SOBR","Success","1.3","0.33","1x","4x","7/17/2020 2:00:23 AM"
"VMware - Win/Linux - SOBR","Success","1.34","0.4","1.1x","2.9x","7/18/2020 2:00:22 AM"
"VMware - Win/Linux - SOBR","Success","0.76","0.22","1x","3.4x","7/19/2020 2:00:14 AM"
"VMware - Win/Linux - SOBR","Success","1.19","0.38","1.1x","2.8x","7/20/2020 2:00:22 AM"
"VMware - Win/Linux - SOBR","Success","0.77","0.22","1x","3.4x","7/21/2020 2:00:02 AM"
"VMware - Win/Linux - SOBR","Success","1.26","0.39","1.2x","2.8x","7/22/2020 2:00:06 AM"
"VMware - Win/Linux - SOBR","Success","0.77","0.22","1x","3.4x","7/23/2020 2:00:15 AM"
"VMware - Win/Linux - SOBR","Success","1.38","0.4","1.1x","3x","7/24/2020 2:00:17 AM"
"VMware - Win/Linux - SOBR","Success","0.68","0.19","1x","3.4x","7/25/2020 2:00:12 AM"
"VMware - Win/Linux - SOBR","Success","1.18","0.37","1.2x","2.7x","7/26/2020 2:00:17 AM"
"VMware - Win/Linux - SOBR","Success","0.71","0.2","1x","3.4x","7/27/2020 2:00:02 AM"
"VMware - Win/Linux - SOBR","Success","1.18","0.37","1.2x","2.8x","7/28/2020 2:00:00 AM"
"VMware - Win/Linux - SOBR","Success","0.73","0.22","1x","3.2x","7/29/2020 2:00:07 AM"
"VMware - Win/Linux - SOBR","Success","2","0.5","1x","3.8x","7/30/2020 2:00:03 AM"
"VMware - Linux VMs","Success","0.58","0.38","1x","1.5x","8/1/2019 2:00:10 AM"
"VMware - Linux VMs","Success","0.56","0.38","1x","1.5x","8/2/2019 2:00:15 AM"
"VMware - Linux VMs","Success","0.58","0.39","1x","1.5x","8/3/2019 2:00:06 AM"
"VMware - Linux VMs","Success","0.67","0.41","1x","1.6x","8/4/2019 2:00:21 AM"
"VMware - Linux VMs","Success","0.57","0.38","1x","1.5x","8/5/2019 2:00:06 AM"
"VMware - Linux VMs","Success","0.63","0.4","1x","1.6x","8/6/2019 2:00:19 AM"
"VMware - Linux VMs","Success","0.55","0.37","1x","1.5x","8/7/2019 2:00:05 AM"
"VMware - Linux VMs","Failed","0.54","0.37","1x","1.5x","8/8/2019 2:00:07 AM"
"VMware - Linux VMs","Success","0.05","0.04","1x","1.3x","8/8/2019 2:18:58 AM"
"VMware - Linux VMs","Failed","0.47","0.34","1x","1.4x","8/9/2019 2:00:16 AM"
"VMware - Linux VMs","Success","0.06","0.05","1x","1.4x","8/9/2019 2:20:36 AM"
"VMware - Linux VMs","Success","0.61","0.4","1x","1.5x","8/10/2019 2:00:05 AM"
"VMware - Linux VMs","Failed","0.57","0.38","1x","1.5x","8/11/2019 2:00:02 AM"
"VMware - Linux VMs","Success","0.08","0.05","1x","1.7x","8/11/2019 2:21:44 AM"
"VMware - Linux VMs","Success","0.62","0.4","1x","1.6x","8/12/2019 2:00:06 AM"
"VMware - Linux VMs","Failed","0.51","0.36","1x","1.4x","8/13/2019 2:00:14 AM"
"VMware - Linux VMs","Success","0.05","0.04","1x","1.3x","8/13/2019 2:18:31 AM"
"VMware - Linux VMs","Success","0.59","0.39","1x","1.5x","8/14/2019 2:00:10 AM"
"VMware - Linux VMs","Success","0.57","0.38","1x","1.5x","8/15/2019 2:00:05 AM"
"VMware - Linux VMs","Success","0.57","0.38","1x","1.5x","8/16/2019 2:00:05 AM"
"VMware - Linux VMs","Success","0.6","0.39","1x","1.5x","8/17/2019 2:00:21 AM"
"VMware - Linux VMs","Failed","0.55","0.36","1x","1.5x","8/18/2019 2:00:14 AM"
"VMware - Linux VMs","Success","0.08","0.05","1x","1.6x","8/18/2019 2:19:13 AM"
"VMware - Linux VMs","Success","0.62","0.4","1x","1.6x","8/19/2019 2:00:18 AM"
"VMware - Linux VMs","Success","0.57","0.38","1x","1.5x","8/20/2019 2:00:15 AM"
"VMware - Linux VMs","Failed","0.55","0.37","1x","1.5x","8/21/2019 2:00:07 AM"
"VMware - Linux VMs","Success","0.06","0.05","1x","1.4x","8/21/2019 2:19:47 AM"
"VMware - Linux VMs","Success","0.57","0.38","1x","1.5x","8/22/2019 2:00:12 AM"
"VMware - Linux VMs","Failed","0.51","0.36","1x","1.4x","8/23/2019 2:00:14 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.3x","8/23/2019 2:19:49 AM"
"VMware - Linux VMs","Failed","0.37","0.3","1x","1.2x","8/24/2019 2:00:02 AM"
"VMware - Linux VMs","Success","0.26","0.19","1x","1.4x","8/24/2019 2:19:51 AM"
"VMware - Linux VMs","Failed","0.55","0.37","1x","1.5x","8/25/2019 2:00:12 AM"
"VMware - Linux VMs","Success","0.07","0.05","1x","1.5x","8/25/2019 2:20:26 AM"
"VMware - Linux VMs","Failed","0.44","0.32","1x","1.4x","8/26/2019 2:00:16 AM"
"VMware - Linux VMs","Success","0.21","0.14","1x","1.4x","8/26/2019 2:19:51 AM"
"VMware - Linux VMs","Failed","0.51","0.36","1x","1.4x","8/27/2019 2:00:18 AM"
"VMware - Linux VMs","Success","0.06","0.05","1x","1.4x","8/27/2019 2:19:30 AM"
"VMware - Linux VMs","Success","0.62","0.4","1x","1.6x","8/28/2019 2:00:11 AM"
"VMware - Linux VMs","Success","0.56","0.38","1x","1.5x","8/29/2019 2:00:03 AM"
"VMware - Linux VMs","Failed","0.12","0.2","1x","0.6x","8/30/2019 2:01:19 AM"
"VMware - Linux VMs","Failed","0","0","1x","1x","8/30/2019 4:23:53 AM"
"VMware - Linux VMs","Failed","0","0","1x","1x","8/30/2019 5:06:05 AM"
"VMware - Linux VMs","Failed","0","0","1x","1x","8/30/2019 5:45:47 AM"
"VMware - Linux VMs","Failed","0","0.02","1x","0x","8/30/2019 9:06:11 AM"
"VMware - Linux VMs","Success","0.07","0.05","1x","1.5x","8/30/2019 9:36:54 AM"
